,ensid,symbol
189,ENSG00000065989,PDE4A
190,ENSG00000066056,TIE1
191,ENSG00000066322,ELOVL1
192,ENSG00000066379,POLR1H
193,ENSG00000066468,FGFR2
194,ENSG00000066926,FECH
195,ENSG00000067048,DDX3Y
196,ENSG00000067057,PFKP
197,ENSG00000067064,IDI1
198,ENSG00000067113,PLPP1
199,ENSG00000067177,PHKA1
200,ENSG00000067225,PKM
201,ENSG00000067596,DHX8
202,ENSG00000067606,PRKCZ
203,ENSG00000067704,IARS2
204,ENSG00000067829,IDH3G
205,ENSG00000067840,PDZD4
206,ENSG00000067900,ROCK1
207,ENSG00000067992,PDK3
208,ENSG00000068001,HYAL2
209,ENSG00000068078,FGFR3
210,ENSG00000068120,COASY
211,ENSG00000068366,ACSL4
212,ENSG00000068383,INPP5A
213,ENSG00000068650,ATP11A
214,ENSG00000068654,POLR1A
215,ENSG00000068745,IP6K2
216,ENSG00000068903,SIRT2
217,ENSG00000068976,PYGM
218,ENSG00000069020,MAST4
219,ENSG00000069248,NUP133
220,ENSG00000069535,MAOB
221,ENSG00000069849,ATP1B3
222,ENSG00000069943,PIGB
223,ENSG00000069956,MAPK6
224,ENSG00000070159,PTPN3
225,ENSG00000070214,SLC44A1
226,ENSG00000070501,POLB
227,ENSG00000070526,ST6GALNAC1
228,ENSG00000070610,GBA2
229,ENSG00000070614,NDST1
230,ENSG00000070669,ASNS
231,ENSG00000070731,ST6GALNAC2
232,ENSG00000070759,TESK2
233,ENSG00000070770,CSNK2A2
234,ENSG00000070778,PTPN21
235,ENSG00000070808,CAMK2A
236,ENSG00000071054,MAP4K4
237,ENSG00000071073,MGAT4A
238,ENSG00000071242,RPS6KA2
239,ENSG00000071553,ATP6AP1
240,ENSG00000071967,CYBRD1
241,ENSG00000072041,SLC6A15
242,ENSG00000072042,RDH11
243,ENSG00000072062,PRKACA
244,ENSG00000072133,RPS6KA6
245,ENSG00000072135,PTPN18
246,ENSG00000072195,SPEG
247,ENSG00000072210,ALDH3A2
248,ENSG00000072310,SREBF1
249,ENSG00000072506,HSD17B10
250,ENSG00000072518,MARK2
251,ENSG00000072682,P4HA2
252,ENSG00000072778,ACADVL
253,ENSG00000072786,STK10
254,ENSG00000073060,SCARB1
255,ENSG00000073111,MCM2
256,ENSG00000073417,PDE8A
257,ENSG00000073578,SDHA
258,ENSG00000073711,PPP2R3A
259,ENSG00000073737,DHRS9
260,ENSG00000073756,PTGS2
261,ENSG00000073803,MAP3K13
262,ENSG00000073849,ST6GAL1
263,ENSG00000073969,NSF
264,ENSG00000074211,PPP2R2C
265,ENSG00000074410,CA12
266,ENSG00000074416,MGLL
267,ENSG00000074590,NUAK1
268,ENSG00000074696,HACD3
269,ENSG00000074800,ENO1
270,ENSG00000075188,NUP37
271,ENSG00000075239,ACAT1
272,ENSG00000075413,MARK3
273,ENSG00000075415,SLC25A3
274,ENSG00000075651,PLD1
275,ENSG00000076003,MCM6
276,ENSG00000076201,PTPN23
277,ENSG00000076258,FMO4
278,ENSG00000076351,SLC46A1
279,ENSG00000076555,ACACB
280,ENSG00000076685,NT5C2
281,ENSG00000076984,MAP2K7
282,ENSG00000077044,DGKD
283,ENSG00000077264,PAK3
284,ENSG00000077463,SIRT6
285,ENSG00000077498,TYR
286,ENSG00000077514,POLD3
287,ENSG00000077782,FGFR1
288,ENSG00000078061,ARAF
289,ENSG00000078070,MCCC1
290,ENSG00000078124,ACER3
291,ENSG00000078142,PIK3C3
292,ENSG00000078237,TIGAR
293,ENSG00000078269,SYNJ2
294,ENSG00000078295,ADCY2
295,ENSG00000079215,SLC1A3
296,ENSG00000079277,MKNK1
297,ENSG00000079335,CDC14A
298,ENSG00000079435,LIPE
299,ENSG00000079459,FDFT1
300,ENSG00000079462,PAFAH1B3
301,ENSG00000079739,PGM1
302,ENSG00000079785,DDX1
303,ENSG00000079805,DNM2
304,ENSG00000079931,MOXD1
305,ENSG00000080031,PTPRH
306,ENSG00000080224,EPHA6
307,ENSG00000080493,SLC4A4
308,ENSG00000080819,CPOX
309,ENSG00000080823,MOK
310,ENSG00000081181,ARG2
311,ENSG00000081237,PTPRC
312,ENSG00000081320,STK17B
313,ENSG00000081377,CDC14B
314,ENSG00000081721,DUSP12
315,ENSG00000081760,AACS
316,ENSG00000081800,SLC13A1
317,ENSG00000081913,PHLPP1
318,ENSG00000081923,ATP8B1
319,ENSG00000082212,ME2
320,ENSG00000083123,BCKDHB
321,ENSG00000083223,TUT7
322,ENSG00000083290,ULK2
323,ENSG00000083444,PLOD1
324,ENSG00000083720,OXCT1
325,ENSG00000083807,SLC27A5
326,ENSG00000084090,STARD7
327,ENSG00000084110,HAL
328,ENSG00000084112,SSH1
329,ENSG00000084207,GSTP1
330,ENSG00000084453,SLCO1A2
331,ENSG00000084754,HADHA
332,ENSG00000084774,CAD
333,ENSG00000085224,ATRX
334,ENSG00000085231,AK6
335,ENSG00000085511,MAP3K4
336,ENSG00000085662,AKR1B1
337,ENSG00000085871,MGST2
338,ENSG00000085998,POMGNT1
339,ENSG00000086015,MAST2
340,ENSG00000086062,B4GALT1
341,ENSG00000086159,AQP6
342,ENSG00000086232,EIF2AK1
343,ENSG00000086544,ITPKC
344,ENSG00000086717,PPEF1
345,ENSG00000086848,ALG9
346,ENSG00000087008,ACOX3
347,ENSG00000087053,MTMR2
348,ENSG00000087076,HSD17B14
349,ENSG00000087085,ACHE
350,ENSG00000087095,NLK
351,ENSG00000087111,PIGS
352,ENSG00000087157,PGS1
353,ENSG00000087253,LPCAT2
354,ENSG00000087470,DNM1L
355,ENSG00000087586,AURKA
356,ENSG00000088002,SULT2B1
357,ENSG00000088035,ALG6
358,ENSG00000088179,PTPN4
359,ENSG00000088205,DDX18
360,ENSG00000088451,TGDS
361,ENSG00000088766,CRLS1
362,ENSG00000088826,SMOX
363,ENSG00000089022,MAPKAPK5
364,ENSG00000089057,SLC23A2
365,ENSG00000089250,NOS1
366,ENSG00000089597,GANAB
367,ENSG00000089737,DDX24
368,ENSG00000090013,BLVRB
369,ENSG00000090020,SLC9A1
370,ENSG00000090054,SPTLC1
371,ENSG00000090060,PAPOLA
372,ENSG00000090266,NDUFB2
373,ENSG00000090661,CERS4
374,ENSG00000090861,AARS1
375,ENSG00000090971,NAT14
376,ENSG00000091137,SLC26A4
377,ENSG00000091140,DLD
378,ENSG00000091436,MAP3K20
379,ENSG00000091483,FH
380,ENSG00000091664,SLC17A6
381,ENSG00000092068,SLC7A8
382,ENSG00000092439,TRPM7
383,ENSG00000092445,TYRO3
384,ENSG00000092529,CAPN3
385,ENSG00000092621,PHGDH
386,ENSG00000092964,DPYSL2
387,ENSG00000093000,NUP50
388,ENSG00000093010,COMT
389,ENSG00000093072,ADA2
390,ENSG00000093217,XYLB
391,ENSG00000094841,UPRT
392,ENSG00000094963,FMO2
393,ENSG00000095015,MAP3K1
394,ENSG00000095139,ARCN1
395,ENSG00000095303,PTGS1
396,ENSG00000095319,NUP188
397,ENSG00000095321,CRAT
398,ENSG00000095380,NANS
399,ENSG00000095596,CYP26A1
400,ENSG00000096063,SRPK1
401,ENSG00000096717,SIRT1
402,ENSG00000096968,JAK2
403,ENSG00000097007,ABL1
404,ENSG00000097021,ACOT7
405,ENSG00000097033,SH3GLB1
406,ENSG00000097046,CDC7
407,ENSG00000099194,SCD
408,ENSG00000099308,MAST3
409,ENSG00000099377,HSD3B7
410,ENSG00000099381,SETD1A
411,ENSG00000099624,ATP5F1D
412,ENSG00000099795,NDUFB7
413,ENSG00000099797,TECR
414,ENSG00000099810,MTAP
415,ENSG00000099817,POLR2E
416,ENSG00000099821,POLRMT
417,ENSG00000099875,MKNK2
418,ENSG00000099904,ZDHHC8
419,ENSG00000099984,GSTT2
420,ENSG00000099998,GGT5
421,ENSG00000100030,MAPK1
422,ENSG00000100031,GGT1
423,ENSG00000100033,PRODH
424,ENSG00000100034,PPM1F
425,ENSG00000100075,SLC25A1
426,ENSG00000100092,SH3BP1
427,ENSG00000100116,GCAT
428,ENSG00000100142,POLR2F
429,ENSG00000100156,SLC16A8
430,ENSG00000100201,DDX17
431,ENSG00000100288,CHKB
432,ENSG00000100294,MCAT
433,ENSG00000100297,MCM5
434,ENSG00000100299,ARSA
435,ENSG00000100330,MTMR3
436,ENSG00000100344,PNPLA3
437,ENSG00000100354,TNRC6B
438,ENSG00000100372,SLC25A17
439,ENSG00000100412,ACO2
440,ENSG00000100413,POLR3H
441,ENSG00000100417,PMM1
442,ENSG00000100422,CERK
443,ENSG00000100490,CDKL1
444,ENSG00000100504,PYGL
445,ENSG00000100522,GNPNAT1
446,ENSG00000100526,CDKN3
447,ENSG00000100554,ATP6V1D
448,ENSG00000100564,PIGH
449,ENSG00000100577,GSTZ1
450,ENSG00000100596,SPTLC2
451,ENSG00000100600,LGMN
452,ENSG00000100605,ITPK1
453,ENSG00000100614,PPM1A
454,ENSG00000100626,GALNT16
455,ENSG00000100644,HIF1A
456,ENSG00000100714,MTHFD1
457,ENSG00000100749,VRK1
458,ENSG00000100784,RPS6KA5
459,ENSG00000100867,DHRS2
460,ENSG00000100888,CHD8
461,ENSG00000100889,PCK2
462,ENSG00000100938,GMPR2
463,ENSG00000100979,PLTP
464,ENSG00000100983,GSS
465,ENSG00000100994,PYGB
466,ENSG00000100997,ABHD12
467,ENSG00000101049,SGK2
468,ENSG00000101109,STK4
469,ENSG00000101160,CTSZ
470,ENSG00000101187,SLCO4A1
471,ENSG00000101210,EEF1A2
472,ENSG00000101224,CDC25B
473,ENSG00000101255,TRIB3
474,ENSG00000101266,CSNK2A1
475,ENSG00000101290,CDS2
476,ENSG00000101306,MYLK2
477,ENSG00000101333,PLCB4
478,ENSG00000101336,HCK
479,ENSG00000101349,PAK5
480,ENSG00000101350,KIF3B
481,ENSG00000101365,IDH3B
482,ENSG00000101438,SLC32A1
483,ENSG00000101444,AHCY
484,ENSG00000101452,DHX35
485,ENSG00000101464,PIGU
486,ENSG00000101473,ACOT8
487,ENSG00000101558,VAPA
488,ENSG00000101577,LPIN2
489,ENSG00000101638,ST8SIA5
490,ENSG00000101670,LIPG
491,ENSG00000101751,POLI
492,ENSG00000101782,RIOK3
493,ENSG00000101846,STS
494,ENSG00000101868,POLA1
495,ENSG00000101901,ALG13
496,ENSG00000101911,PRPS2
497,ENSG00000101945,SUV39H1
498,ENSG00000101974,ATP11C
499,ENSG00000101986,ABCD1
500,ENSG00000102030,NAA10
501,ENSG00000102032,RENBP
502,ENSG00000102078,SLC25A14
503,ENSG00000102096,PIM2
504,ENSG00000102100,SLC35A2
505,ENSG00000102144,PGK1
506,ENSG00000102172,SMS
507,ENSG00000102225,CDK16
508,ENSG00000102230,PCYT1B
509,ENSG00000102312,PORCN
510,ENSG00000102383,ZDHHC15
511,ENSG00000102393,GLA
512,ENSG00000102572,STK24
513,ENSG00000102575,ACP5
514,ENSG00000102595,UGGT2
515,ENSG00000102743,SLC25A15
516,ENSG00000102755,FLT1
517,ENSG00000102780,DGKH
518,ENSG00000102781,KATNAL1
519,ENSG00000102882,MAPK3
520,ENSG00000102893,PHKB
521,ENSG00000102900,NUP93
522,ENSG00000102967,DHODH
523,ENSG00000102978,POLR2C
524,ENSG00000103024,NME3
525,ENSG00000103056,SMPD3
526,ENSG00000103064,SLC7A6
527,ENSG00000103066,PLA2G15
528,ENSG00000103150,MLYCD
529,ENSG00000103202,NME4
530,ENSG00000103222,ABCC1
531,ENSG00000103253,HAGHL
532,ENSG00000103257,SLC7A5
533,ENSG00000103356,EARS2
534,ENSG00000103485,QPRT
535,ENSG00000103489,XYLT1
536,ENSG00000103502,CDIPT
537,ENSG00000103569,AQP9
538,ENSG00000103653,CSK
539,ENSG00000103740,ACSBG1
540,ENSG00000103811,CTSH
541,ENSG00000103876,FAH
542,ENSG00000104043,ATP8B4
543,ENSG00000104205,SGK3
544,ENSG00000104219,ZDHHC2
545,ENSG00000104267,CA2
546,ENSG00000104312,RIPK2
547,ENSG00000104313,EYA1
548,ENSG00000104325,DECR1
549,ENSG00000104331,BPNT2
550,ENSG00000104365,IKBKB
551,ENSG00000104375,STK3
552,ENSG00000104522,GFUS
553,ENSG00000104524,PYCR3
554,ENSG00000104549,SQLE
555,ENSG00000104635,SLC39A14
556,ENSG00000104687,GSR
557,ENSG00000104695,PPP2CB
558,ENSG00000104723,TUSC3
559,ENSG00000104738,MCM4
560,ENSG00000104763,ASAH1
561,ENSG00000104774,MAN2B1
562,ENSG00000104812,GYS1
563,ENSG00000104814,MAP4K1
564,ENSG00000104823,ECH1
565,ENSG00000104835,SARS2
566,ENSG00000104884,ERCC2
567,ENSG00000104885,DOT1L
568,ENSG00000104888,SLC17A7
569,ENSG00000104936,DMPK
570,ENSG00000105053,VRK3
571,ENSG00000105143,SLC1A6
572,ENSG00000105146,AURKC
573,ENSG00000105204,DYRK1B
574,ENSG00000105220,GPI
575,ENSG00000105221,AKT2
576,ENSG00000105223,PLD3
577,ENSG00000105258,POLR2I
578,ENSG00000105281,SLC1A5
579,ENSG00000105287,PRKD2
580,ENSG00000105355,PLIN3
581,ENSG00000105379,ETFB
582,ENSG00000105397,TYK2
583,ENSG00000105398,SULT2A1
584,ENSG00000105409,ATP1A3
585,ENSG00000105426,PTPRS
586,ENSG00000105499,PLA2G4C
587,ENSG00000105509,HAS1
588,ENSG00000105520,PLPPR2
589,ENSG00000105552,BCAT2
590,ENSG00000105568,PPP2R1A
591,ENSG00000105607,GCDH
592,ENSG00000105613,MAST1
593,ENSG00000105618,PRPF31
594,ENSG00000105639,JAK3
595,ENSG00000105647,PIK3R2
596,ENSG00000105650,PDE4C
597,ENSG00000105655,ISYNA1
598,ENSG00000105669,COPE
599,ENSG00000105671,DDX49
600,ENSG00000105810,CDK6
601,ENSG00000105835,NAMPT
602,ENSG00000105851,PIK3CG
603,ENSG00000105953,OGDH
604,ENSG00000105976,MET
605,ENSG00000106049,HIBADH
606,ENSG00000106105,GARS1
607,ENSG00000106123,EPHB6
608,ENSG00000106278,PTPRZ1
609,ENSG00000106348,IMPDH1
610,ENSG00000106392,C1GALT1
611,ENSG00000106397,PLOD3
612,ENSG00000106462,EZH2
613,ENSG00000106617,PRKAG2
614,ENSG00000106628,POLD2
615,ENSG00000106633,GCK
616,ENSG00000106636,YKT6
617,ENSG00000106648,GALNTL5
618,ENSG00000106683,LIMK1
619,ENSG00000106688,SLC1A1
620,ENSG00000106733,NMRK1
621,ENSG00000106799,TGFBR1
622,ENSG00000106853,PTGR1
623,ENSG00000106976,DNM1
624,ENSG00000106992,AK1
625,ENSG00000107104,KANK1
626,ENSG00000107140,TESK1
627,ENSG00000107242,PIP5K1B
628,ENSG00000107317,PTGDS
629,ENSG00000107537,PHYH
630,ENSG00000107614,TRDMT1
631,ENSG00000107625,DDX50
632,ENSG00000107643,MAPK8
633,ENSG00000107758,PPP3CB
634,ENSG00000107779,BMPR1A
635,ENSG00000107789,MINPP1
636,ENSG00000107798,LIPA
637,ENSG00000107902,LHPP
638,ENSG00000107951,MTPAP
639,ENSG00000107968,MAP3K8
640,ENSG00000108381,ASPA
641,ENSG00000108439,PNPO
642,ENSG00000108443,RPS6KB1
643,ENSG00000108468,CBX1
644,ENSG00000108469,RECQL5
645,ENSG00000108474,PIGL
646,ENSG00000108479,GALK1
647,ENSG00000108515,ENO3
648,ENSG00000108528,SLC25A11
649,ENSG00000108559,NUP88
650,ENSG00000108654,DDX5
651,ENSG00000108784,NAGLU
652,ENSG00000108786,HSD17B1
653,ENSG00000108799,EZH1
654,ENSG00000108839,ALOX12
655,ENSG00000108846,ABCC3
656,ENSG00000108861,DUSP3
657,ENSG00000108932,SLC16A6
658,ENSG00000108946,PRKAR1A
659,ENSG00000108984,MAP2K6
660,ENSG00000109065,NAT9
661,ENSG00000109107,ALDOC
662,ENSG00000109181,UGT2B10
663,ENSG00000109323,MANBA
664,ENSG00000109339,MAPK10
665,ENSG00000109390,NDUFC1
666,ENSG00000109452,INPP4B
667,ENSG00000109576,AADAT
668,ENSG00000109586,GALNT7
669,ENSG00000109606,DHX15
670,ENSG00000109610,SOD3
671,ENSG00000109667,SLC2A9
672,ENSG00000109685,NSD2
673,ENSG00000109743,BST1
674,ENSG00000109814,UGDH
675,ENSG00000109854,HTATIP2
676,ENSG00000109861,CTSC
677,ENSG00000109929,SC5D
678,ENSG00000109956,B3GAT1
679,ENSG00000110066,KMT5B
680,ENSG00000110080,ST3GAL4
681,ENSG00000110090,CPT1A
682,ENSG00000110328,GALNT18
683,ENSG00000110367,DDX6
684,ENSG00000110422,HIPK3
685,ENSG00000110435,PDHX
686,ENSG00000110436,SLC1A2
687,ENSG00000110536,PTPMT1
688,ENSG00000110583,NAA40
689,ENSG00000110619,CARS1
690,ENSG00000110713,NUP98
691,ENSG00000110717,NDUFS8
692,ENSG00000110719,TCIRG1
693,ENSG00000110721,CHKA
694,ENSG00000110786,PTPN5
695,ENSG00000110871,COQ5
696,ENSG00000110887,DAO
697,ENSG00000110911,SLC11A2
698,ENSG00000110921,MVK
699,ENSG00000110931,CAMKK2
700,ENSG00000110955,ATP5F1B
701,ENSG00000110958,PTGES3
702,ENSG00000111058,ACSS3
703,ENSG00000111077,TNS2
704,ENSG00000111144,LTA4H
705,ENSG00000111181,SLC6A12
706,ENSG00000111237,VPS29
707,ENSG00000111261,MANSC1
708,ENSG00000111266,DUSP16
709,ENSG00000111271,ACAD10
710,ENSG00000111275,ALDH2
711,ENSG00000111364,DDX55
712,ENSG00000111371,SLC38A1
713,ENSG00000111445,RFC5
714,ENSG00000111581,NUP107
715,ENSG00000111640,GAPDH
716,ENSG00000111642,CHD4
717,ENSG00000111666,CHPT1
718,ENSG00000111669,TPI1
719,ENSG00000111674,ENO2
720,ENSG00000111679,PTPN6
721,ENSG00000111684,LPCAT3
722,ENSG00000111696,NT5DC3
723,ENSG00000111716,LDHB
724,ENSG00000111726,CMAS
725,ENSG00000111728,ST8SIA1
726,ENSG00000111775,COX6A1
727,ENSG00000111817,DSE
728,ENSG00000111846,GCNT2
729,ENSG00000111877,MCM9
730,ENSG00000111885,MAN1A1
731,ENSG00000111962,UST
732,ENSG00000112053,SLC26A8
733,ENSG00000112062,MAPK14
734,ENSG00000112077,RHAG
735,ENSG00000112079,STK38
736,ENSG00000112096,SOD2
737,ENSG00000112118,MCM3
738,ENSG00000112144,CILK1
739,ENSG00000112245,PTP4A1
740,ENSG00000112294,ALDH5A1
741,ENSG00000112309,B3GAT2
742,ENSG00000112367,FIG4
743,ENSG00000112394,SLC16A10
744,ENSG00000112425,EPM2A
745,ENSG00000112499,SLC22A2
746,ENSG00000112541,PDE10A
747,ENSG00000112655,PTK7
748,ENSG00000112679,DUSP22
749,ENSG00000112695,COX7A2
750,ENSG00000112699,GMDS
751,ENSG00000112739,PRPF4B
752,ENSG00000112759,SLC29A1
753,ENSG00000112855,HARS2
754,ENSG00000112874,NUDT12
755,ENSG00000112893,MAN2A1
756,ENSG00000112941,TENT4A
757,ENSG00000112972,HMGCS1
758,ENSG00000112981,NME5
759,ENSG00000112992,NNT
760,ENSG00000113141,IK
761,ENSG00000113161,HMGCR
762,ENSG00000113163,CERT1
763,ENSG00000113231,PDE8B
764,ENSG00000113240,CLK4
765,ENSG00000113273,ARSB
766,ENSG00000113356,POLR3G
767,ENSG00000113396,SLC27A6
768,ENSG00000113407,TARS1
769,ENSG00000113448,PDE4D
770,ENSG00000113456,RAD1
771,ENSG00000113504,SLC12A7
772,ENSG00000113552,GNPDA1
773,ENSG00000113569,NUP155
774,ENSG00000113575,PPP2CA
775,ENSG00000113643,RARS1
776,ENSG00000113657,DPYSL3
777,ENSG00000113712,CSNK1A1
778,ENSG00000113721,PDGFRB
779,ENSG00000113732,ATP6V0E1
780,ENSG00000113790,EHHADH
781,ENSG00000113924,HGD
782,ENSG00000114021,NIT2
783,ENSG00000114054,PCCB
784,ENSG00000114115,RBP1
785,ENSG00000114200,BCHE
786,ENSG00000114268,PFKFB4
787,ENSG00000114302,PRKAR2A
788,ENSG00000114480,GBE1
789,ENSG00000114491,UMPS
790,ENSG00000114573,ATP6V1A
791,ENSG00000114670,NEK11
792,ENSG00000114738,MAPKAPK3
793,ENSG00000114739,ACVR2B
794,ENSG00000114770,ABCC5
795,ENSG00000114805,PLCH1
796,ENSG00000114902,SPCS1
797,ENSG00000114904,NEK4
798,ENSG00000114923,SLC4A3
799,ENSG00000114956,DGUOK
800,ENSG00000115020,PIKFYVE
801,ENSG00000115159,GPD2
802,ENSG00000115170,ACVR1
803,ENSG00000115241,PPM1G
804,ENSG00000115252,PDE1A
805,ENSG00000115267,IFIH1
806,ENSG00000115275,MOGS
807,ENSG00000115286,NDUFS7
808,ENSG00000115350,POLE4
809,ENSG00000115419,GLS
810,ENSG00000115421,PAPOLG
811,ENSG00000115425,PECR
812,ENSG00000115525,ST3GAL5
813,ENSG00000115526,CHST10
814,ENSG00000115556,PLCD4
815,ENSG00000115652,UXS1
816,ENSG00000115657,ABCB6
817,ENSG00000115661,STK16
818,ENSG00000115677,HDLBP
819,ENSG00000115687,PASK
820,ENSG00000115694,STK25
821,ENSG00000115705,TPO
822,ENSG00000115758,ODC1
823,ENSG00000115825,PRKD3
824,ENSG00000115840,SLC25A12
825,ENSG00000115866,DARS1
826,ENSG00000115884,SDC1
827,ENSG00000115896,PLCL1
828,ENSG00000115902,SLC1A4
829,ENSG00000115919,KYNU
830,ENSG00000115944,COX7A2L
